Calls for Service and Prevention,Crime and NonCrime Demand,Alert Level,District,Area,No
Demand,Non-Crime,4,Waikato,Waikato East Area,7
Demand,Non-Crime,4,Waikato,Waikato East Area,6
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,5
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,9
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,6
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,6
Demand,Non-Crime,4,Waikato,Waikato East Area,7
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,8
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,7
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,12
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,5
Demand,Non-Crime,4,Waikato,Waikato East Area,7
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,185
Demand,Non-Crime,4,Waikato,Waikato West Area,189
Demand,Non-Crime,4,Waikato,Waikato West Area,24
Demand,Non-Crime,4,Waikato,Waikato West Area,38
Demand,Non-Crime,4,Waikato,Waikato West Area,12
Demand,Non-Crime,4,Waikato,Waikato West Area,25
Demand,Non-Crime,4,Waikato,Waikato West Area,259
Demand,Non-Crime,4,Waikato,Waikato West Area,42
Demand,Non-Crime,4,Waikato,Waikato West Area,158
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,8
Demand,Non-Crime,4,Waikato,Waikato West Area,85
Demand,Non-Crime,4,Waikato,Waikato West Area,106
Demand,Non-Crime,4,Waikato,Waikato West Area,9
Demand,Non-Crime,4,Waikato,Waikato West Area,72
Demand,Non-Crime,4,Waikato,Waikato West Area,45
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,29
Demand,Non-Crime,4,Waikato,Waikato West Area,76
Demand,Non-Crime,4,Waikato,Waikato West Area,34
Demand,Non-Crime,4,Waikato,Waikato West Area,47
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,14
Demand,Non-Crime,4,Waikato,Waikato West Area,5
Demand,Non-Crime,4,Waikato,Waikato West Area,21
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,8
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,7
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,5
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,14
Demand,Non-Crime,4,Waikato,Waikato West Area,7
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,20
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Hamilton City Area,5
Demand,Non-Crime,4,Waikato,Hamilton City Area,3
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,8
Demand,Non-Crime,4,Waikato,Hamilton City Area,3
Demand,Non-Crime,4,Waikato,Hamilton City Area,6
Demand,Non-Crime,4,Waikato,Hamilton City Area,4
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,30
Demand,Non-Crime,4,Waikato,Hamilton City Area,19
Demand,Non-Crime,4,Waikato,Hamilton City Area,19
Demand,Non-Crime,4,Waikato,Hamilton City Area,20
Demand,Non-Crime,4,Waikato,Hamilton City Area,3
Demand,Non-Crime,4,Waikato,Hamilton City Area,2
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,7
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,5
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,16
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,16
Demand,Non-Crime,4,Waikato,Hamilton City Area,6
Demand,Non-Crime,4,Waikato,Hamilton City Area,13
Demand,Non-Crime,4,Waikato,Hamilton City Area,12
Demand,Non-Crime,4,Waikato,Hamilton City Area,185
Demand,Non-Crime,4,Waikato,Hamilton City Area,115
Demand,Non-Crime,4,Waikato,Hamilton City Area,142
Demand,Non-Crime,4,Waikato,Hamilton City Area,124
Demand,Non-Crime,4,Waikato,Hamilton City Area,8
Demand,Non-Crime,4,Waikato,Hamilton City Area,16
Demand,Non-Crime,4,Waikato,Hamilton City Area,6
Demand,Non-Crime,4,Waikato,Hamilton City Area,7
Demand,Non-Crime,4,Waikato,Hamilton City Area,17
Demand,Non-Crime,4,Waikato,Hamilton City Area,7
Demand,Non-Crime,4,Waikato,Hamilton City Area,6
Demand,Non-Crime,4,Waikato,Hamilton City Area,8
Demand,Non-Crime,4,Waikato,Hamilton City Area,9
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,2
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,5
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,11
Demand,Non-Crime,4,Waikato,Waikato East Area,30
Demand,Non-Crime,4,Waikato,Waikato East Area,26
Demand,Non-Crime,4,Waikato,Waikato East Area,17
Demand,Non-Crime,4,Waikato,Waikato East Area,27
Demand,Non-Crime,4,Waikato,Waikato East Area,8
Demand,Non-Crime,4,Waikato,Waikato East Area,23
Demand,Non-Crime,4,Waikato,Waikato East Area,41
Demand,Non-Crime,4,Waikato,Waikato East Area,22
Demand,Non-Crime,4,Waikato,Waikato East Area,7
Demand,Non-Crime,4,Waikato,Waikato East Area,16
Demand,Non-Crime,4,Waikato,Waikato East Area,16
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,7
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,5
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,8
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,57
Demand,Non-Crime,4,Waikato,Waikato West Area,44
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,35
Demand,Non-Crime,4,Waikato,Waikato West Area,16
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,15
Demand,Non-Crime,4,Waikato,Waikato West Area,76
Demand,Non-Crime,4,Waikato,Waikato West Area,21
Demand,Non-Crime,4,Waikato,Waikato West Area,23
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Hamilton City Area,18
Demand,Non-Crime,4,Waikato,Hamilton City Area,12
Demand,Non-Crime,4,Waikato,Hamilton City Area,19
Demand,Non-Crime,4,Waikato,Hamilton City Area,10
Demand,Non-Crime,4,Waikato,Hamilton City Area,4
Demand,Non-Crime,4,Waikato,Hamilton City Area,2
Demand,Non-Crime,4,Waikato,Hamilton City Area,5
Demand,Non-Crime,4,Waikato,Hamilton City Area,6
Demand,Non-Crime,4,Waikato,Waikato East Area,5
Demand,Non-Crime,4,Waikato,Waikato East Area,5
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,6
Demand,Non-Crime,4,Waikato,Waikato East Area,6
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,9
Demand,Non-Crime,4,Waikato,Hamilton City Area,16
Demand,Non-Crime,4,Waikato,Hamilton City Area,6
Demand,Non-Crime,4,Waikato,Hamilton City Area,12
Demand,Non-Crime,4,Waikato,Hamilton City Area,164
Demand,Non-Crime,4,Waikato,Hamilton City Area,78
Demand,Non-Crime,4,Waikato,Hamilton City Area,90
Demand,Non-Crime,4,Waikato,Hamilton City Area,82
Demand,Non-Crime,4,Waikato,Hamilton City Area,15
Demand,Non-Crime,4,Waikato,Hamilton City Area,8
Demand,Non-Crime,4,Waikato,Hamilton City Area,7
Demand,Non-Crime,4,Waikato,Hamilton City Area,13
Demand,Non-Crime,4,Waikato,Hamilton City Area,15
Demand,Non-Crime,4,Waikato,Hamilton City Area,15
Demand,Non-Crime,4,Waikato,Hamilton City Area,12
Demand,Non-Crime,4,Waikato,Hamilton City Area,6
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,7
Demand,Non-Crime,4,Waikato,Waikato East Area,5
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,6
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,5
Demand,Non-Crime,4,Waikato,Waikato East Area,30
Demand,Non-Crime,4,Waikato,Waikato East Area,23
Demand,Non-Crime,4,Waikato,Waikato East Area,18
Demand,Non-Crime,4,Waikato,Waikato East Area,9
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,10
Demand,Non-Crime,4,Waikato,Waikato East Area,37
Demand,Non-Crime,4,Waikato,Waikato East Area,21
Demand,Non-Crime,4,Waikato,Waikato East Area,5
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,9
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,6
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,2
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,3
Demand,Non-Crime,4,Waikato,Waikato East Area,5
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,14
Demand,Non-Crime,4,Waikato,Waikato West Area,12
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,8
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,37
Demand,Non-Crime,4,Waikato,Waikato West Area,76
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,49
Demand,Non-Crime,4,Waikato,Waikato West Area,17
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,11
Demand,Non-Crime,4,Waikato,Waikato West Area,51
Demand,Non-Crime,4,Waikato,Waikato West Area,18
Demand,Non-Crime,4,Waikato,Waikato West Area,23
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,13
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,7
Demand,Non-Crime,4,Waikato,Waikato West Area,2
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,10
Demand,Non-Crime,4,Waikato,Waikato West Area,6
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,7
Demand,Non-Crime,4,Waikato,Waikato West Area,7
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,3
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Waikato West Area,4
Demand,Non-Crime,4,Waikato,Waikato West Area,5
Demand,Non-Crime,4,Waikato,Waikato West Area,7
Demand,Non-Crime,4,Waikato,Waikato West Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,13
Demand,Non-Crime,4,Waikato,Hamilton City Area,12
Demand,Non-Crime,4,Waikato,Hamilton City Area,8
Demand,Non-Crime,4,Waikato,Hamilton City Area,8
Demand,Non-Crime,4,Waikato,Hamilton City Area,8
Demand,Non-Crime,4,Waikato,Hamilton City Area,12
Demand,Non-Crime,4,Waikato,Hamilton City Area,9
Demand,Non-Crime,4,Waikato,Hamilton City Area,10
Demand,Non-Crime,4,Waikato,Hamilton City Area,12
Demand,Non-Crime,4,Waikato,Hamilton City Area,4
Demand,Non-Crime,4,Waikato,Hamilton City Area,13
Demand,Non-Crime,4,Waikato,Hamilton City Area,10
Demand,Non-Crime,4,Waikato,Hamilton City Area,317
Demand,Non-Crime,4,Waikato,Hamilton City Area,237
Demand,Non-Crime,4,Waikato,Hamilton City Area,292
Demand,Non-Crime,4,Waikato,Hamilton City Area,283
Demand,Non-Crime,4,Waikato,Hamilton City Area,7
Demand,Non-Crime,4,Waikato,Hamilton City Area,7
Demand,Non-Crime,4,Waikato,Hamilton City Area,7
Demand,Non-Crime,4,Waikato,Hamilton City Area,5
Demand,Non-Crime,4,Waikato,Hamilton City Area,19
Demand,Non-Crime,4,Waikato,Hamilton City Area,11
Demand,Non-Crime,4,Waikato,Hamilton City Area,14
Demand,Non-Crime,4,Waikato,Hamilton City Area,11
Demand,Non-Crime,4,Waikato,Hamilton City Area,12
Demand,Non-Crime,4,Waikato,Hamilton City Area,10
Demand,Non-Crime,4,Waikato,Hamilton City Area,8
Demand,Non-Crime,4,Waikato,Hamilton City Area,9
Demand,Non-Crime,4,Waikato,Hamilton City Area,530
Demand,Non-Crime,4,Waikato,Hamilton City Area,262
Demand,Non-Crime,4,Waikato,Hamilton City Area,227
Demand,Non-Crime,4,Waikato,Hamilton City Area,266
Demand,Non-Crime,4,Waikato,Hamilton City Area,4
Demand,Non-Crime,4,Waikato,Hamilton City Area,4
Demand,Non-Crime,4,Waikato,Hamilton City Area,4
Demand,Non-Crime,4,Waikato,Hamilton City Area,3
Demand,Non-Crime,4,Waikato,Hamilton City Area,3
Demand,Non-Crime,4,Waikato,Hamilton City Area,3
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Hamilton City Area,5
Demand,Non-Crime,4,Waikato,Hamilton City Area,8
Demand,Non-Crime,4,Waikato,Hamilton City Area,2
Demand,Non-Crime,4,Waikato,Hamilton City Area,3
Demand,Non-Crime,4,Waikato,Hamilton City Area,7
Demand,Non-Crime,4,Waikato,Hamilton City Area,19
Demand,Non-Crime,4,Waikato,Hamilton City Area,15
Demand,Non-Crime,4,Waikato,Hamilton City Area,7
Demand,Non-Crime,4,Waikato,Hamilton City Area,15
Demand,Non-Crime,4,Waikato,Hamilton City Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
Demand,Non-Crime,4,Waikato,Waikato East Area,1
