Location,Age,Gender,Ethnicity,Resolution,Offence,Year,Value,Flags
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2010,1747,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2011,1755,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2012,1480,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2013,1245,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Illicit drug offences,2014,1109,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2006,572,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2007,598,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2008,587,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2009,583,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2010,545,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2011,515,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2012,607,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2013,488,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Prohibited and regulated weapons and explosives offences,2014,495,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2006,2043,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2007,2043,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2008,2130,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2009,1884,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2010,1765,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2011,1670,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2012,1449,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2013,1387,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Property damage and environmental pollution,2014,1353,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2006,2288,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2007,2284,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2008,2586,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2009,3003,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2010,2859,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2011,3122,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2012,2626,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2013,2523,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Public order offences,2014,1696,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2006,1150,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2007,1460,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2008,1512,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2009,1303,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2010,1218,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2011,1170,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2012,1005,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2013,899,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Offences against justice procedures, government security and government operations",2014,1111,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2006,264,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2007,272,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2008,290,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2009,147,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2010,118,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2011,107,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2012,73,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2013,60,
Central District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Miscellaneous offences,2014,55,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2006,20144,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2007,21241,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2008,22040,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2009,23603,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Total Offences,2010,20395,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2006,12,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2007,28,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2008,8,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2009,8,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2010,9,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Homicide and related offences,2011,4,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2006,3711,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2007,4172,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2008,4113,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2009,4153,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2010,3894,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Acts intended to cause injury,2011,3557,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2006,165,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2007,152,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2008,153,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2009,192,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2010,152,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Sexual assault and related offences,2011,189,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2006,61,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2007,46,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2008,46,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2009,39,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2010,51,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,Dangerous or negligent acts endangering persons,2011,61,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2006,948,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2007,1007,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2008,1048,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2009,1164,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2010,1079,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Abduction, harassment and other related offences against a person",2011,988,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2006,184,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2007,186,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2008,198,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2009,152,
Wellington District,Total Age,Total Gender,Total Ethnicity,Total Resolution,"Robbery, extortion and related offences",2010,146,
